0.853734,0.146266
0.553393,0.446607
0.293021,0.706979
0.549840,0.450160
0.479678,0.520322
0.984383,0.015617
0.542818,0.457182
0.656975,0.343025
0.556767,0.443233
0.917138,0.082862
0.638148,0.361852
0.834390,0.165610
0.832992,0.167008
0.353650,0.646350
0.257676,0.742324
0.189699,0.810301
0.655605,0.344395
0.543210,0.456790
0.336585,0.663415
0.083280,0.916720
0.565766,0.434234
0.936715,0.063285
0.591455,0.408545
0.972464,0.027536
0.453052,0.546948
0.652294,0.347706
0.314067,0.685933
0.867186,0.132814
0.463904,0.536096
0.378612,0.621388
0.735353,0.264647
0.452047,0.547953
0.445483,0.554517
0.608835,0.391165
0.226340,0.773660
0.648281,0.351719
0.503478,0.496522
0.363951,0.636049
0.688300,0.311700
0.808271,0.191729
0.569507,0.430493
0.873740,0.126259
0.572728,0.427272
0.616957,0.383043
0.652082,0.347918
0.392124,0.607876
0.684788,0.315212
0.449932,0.550068
0.026548,0.973452
0.901263,0.098737
0.964824,0.035177
0.180874,0.819126
0.581960,0.418040
0.487464,0.512536
0.445149,0.554851
0.490049,0.509951
0.283871,0.716129
0.450944,0.549056
0.916448,0.083552
0.338943,0.661057
0.208647,0.791353
0.308960,0.691040
0.808330,0.191670
0.514587,0.485413
0.240589,0.759411
0.776429,0.223570
0.326763,0.673237
0.338063,0.661937
0.751050,0.248950
0.873678,0.126321
0.597424,0.402576
0.691739,0.308261
0.370312,0.629689
0.644007,0.355992
0.647355,0.352645
0.569091,0.430909
0.935956,0.064044
0.754909,0.245091
0.585106,0.414894
0.803802,0.196198
0.741246,0.258754
0.824870,0.175130
0.575084,0.424916
0.696466,0.303534
0.516244,0.483756
0.243791,0.756209
0.785020,0.214980
0.820271,0.179729
0.779900,0.220100
0.285624,0.714376
0.789266,0.210734
0.235349,0.764651
0.851937,0.148063
0.593482,0.406518
0.388622,0.611378
0.503896,0.496104
0.287153,0.712847
0.948000,0.052000
0.115114,0.884886
0.199617,0.800383
0.482119,0.517881
0.545056,0.454943
0.417313,0.582687
0.412349,0.587651
0.751430,0.248570
0.532884,0.467116
0.967974,0.032026
0.437171,0.562829
0.709217,0.290783
0.971211,0.028789
0.542921,0.457079
0.944872,0.055128
0.578068,0.421932
0.715624,0.284376
0.258490,0.741510
0.821611,0.178389
0.161028,0.838972
0.268557,0.731443
0.635857,0.364143
0.265810,0.734190
0.688068,0.311932
0.361089,0.638911
0.863311,0.136689
0.545047,0.454953
0.622680,0.377320
0.708595,0.291405
0.948000,0.052000
0.944872,0.055128
0.479372,0.520628
0.892406,0.107594
0.482515,0.517485
0.750038,0.249962
0.316833,0.683167
0.474534,0.525466
0.738794,0.261206
0.027605,0.972395
0.725902,0.274098
0.930018,0.069982
0.790338,0.209662
0.892659,0.107341
0.557714,0.442286
0.719216,0.280784
0.725339,0.274661
0.902703,0.097297
0.112439,0.887561
0.551846,0.448154
0.409005,0.590995
0.185687,0.814313
0.780311,0.219689
0.278238,0.721762
0.645967,0.354033
0.674843,0.325157
0.820245,0.179755
0.686270,0.313730
0.600731,0.399269
0.744444,0.255556
0.970290,0.029710
0.550996,0.449004
0.635919,0.364081
0.347537,0.652463
0.716815,0.283185
0.985636,0.014364
0.422551,0.577449
0.524964,0.475036
0.837696,0.162304
0.506467,0.493533
0.198596,0.801404
0.650738,0.349262
0.429953,0.570047
0.468414,0.531586
0.881805,0.118195
0.283107,0.716893
0.551620,0.448380
0.450719,0.549281
0.154867,0.845133
0.101581,0.898419
0.465257,0.534743
0.554754,0.445246
0.692480,0.307520
0.944872,0.055128
0.585874,0.414126
0.082583,0.917417
0.626383,0.373617
0.238167,0.761833
0.534486,0.465514
0.573985,0.426015
0.261093,0.738907
0.655284,0.344716
0.936482,0.063518
0.786659,0.213341
0.613640,0.386360
0.565578,0.434422
0.345406,0.654594
0.434559,0.565441
0.569357,0.430643
0.834782,0.165218
0.413764,0.586236
0.657119,0.342881
0.783096,0.216904
0.267134,0.732866
0.970785,0.029215
0.923171,0.076829
0.771976,0.228024
0.757636,0.242364
0.420183,0.579817
0.753718,0.246282
0.684432,0.315568
0.943208,0.056792
0.705092,0.294908
0.711617,0.288383
0.812545,0.187455
0.835402,0.164598
0.972719,0.027281
0.317705,0.682295
0.864955,0.135045
0.544742,0.455258
0.634845,0.365155
0.474646,0.525354
0.435442,0.564558
0.602750,0.397250
0.230371,0.769629
0.944795,0.055205
0.116019,0.883981
0.668808,0.331192
0.065198,0.934802
0.567352,0.432648
0.966477,0.033522
0.525435,0.474565
0.609940,0.390060
0.586824,0.413176
0.650991,0.349009
0.311251,0.688749
0.510482,0.489518
0.213217,0.786783
0.821727,0.178273
0.054937,0.945063
0.551414,0.448586
0.321356,0.678644
0.842143,0.157857
0.730981,0.269019
0.541825,0.458175
0.799244,0.200756
0.841595,0.158405
0.507694,0.492306
0.302868,0.697132
0.349185,0.650815
0.477957,0.522043
0.378169,0.621831
0.201030,0.798970
0.715998,0.284002
0.368984,0.631016
0.667592,0.332408
0.379350,0.620650
0.811886,0.188114
0.755178,0.244822
0.974211,0.025789
0.746400,0.253600
0.099931,0.900069
0.905279,0.094721
0.947003,0.052997
0.543016,0.456984
0.846918,0.153082
0.826482,0.173518
0.770060,0.229940
0.740652,0.259348
0.437921,0.562079
0.857358,0.142642
0.933528,0.066472
0.860629,0.139371
0.731411,0.268589
0.756371,0.243629
0.503592,0.496408
0.658721,0.341279
0.773762,0.226238
0.976428,0.023572
0.396104,0.603896
0.841936,0.158064
0.549549,0.450451
0.828191,0.171809
0.563980,0.436020
0.542238,0.457762
0.697530,0.302470
0.419951,0.580049
0.607918,0.392082
0.506269,0.493731
0.713705,0.286295
0.442285,0.557715
0.578537,0.421463
0.364096,0.635903
0.560016,0.439984
0.913348,0.086652
0.573936,0.426064
0.972357,0.027643
0.962227,0.037773
0.616629,0.383371
0.859857,0.140143
0.910692,0.089308
0.723783,0.276217
0.096030,0.903970
0.955097,0.044903
0.473447,0.526553
0.815706,0.184293
0.094583,0.905417
0.683390,0.316610
0.317194,0.682806
0.882208,0.117792
0.580824,0.419176
0.473147,0.526853
0.897941,0.102059
0.704772,0.295228
0.813710,0.186290
0.535274,0.464726
0.875784,0.124216
0.483050,0.516950
0.781248,0.218752
0.798675,0.201325
0.563238,0.436762
0.323674,0.676326
0.414540,0.585460
0.821632,0.178368
0.690007,0.309993
0.948000,0.052000
0.784114,0.215886
0.632753,0.367247
0.500975,0.499025
0.101689,0.898311
0.066905,0.933095
0.747677,0.252323
0.349035,0.650965
0.261296,0.738704
0.582180,0.417820
0.430614,0.569386
0.143916,0.856084
0.830433,0.169567
0.917436,0.082564
0.778104,0.221896
0.948000,0.052000
0.504387,0.495613
0.894011,0.105989
0.384217,0.615783
0.781498,0.218502
0.385449,0.614551
0.537033,0.462967
0.292631,0.707369
0.542144,0.457856
0.809735,0.190265
0.738219,0.261780
0.016343,0.983657
0.569835,0.430165
0.149939,0.850061
0.315110,0.684890
0.744660,0.255340
0.482158,0.517842
0.380057,0.619943
0.433050,0.566950
0.612834,0.387166
0.403778,0.596222
0.935843,0.064157
0.918350,0.081650
0.636620,0.363380
0.522781,0.477219
0.417049,0.582951
0.948000,0.052000
0.146293,0.853707
