0.154331,0.845669
0.348577,0.651423
0.344574,0.655426
0.517795,0.482205
0.673937,0.326063
0.740154,0.259846
0.349014,0.650986
0.780989,0.219011
0.618842,0.381158
0.939513,0.060487
0.280561,0.719439
0.868406,0.131594
0.739661,0.260339
0.413501,0.586499
0.197975,0.802025
0.798335,0.201665
0.491957,0.508043
0.121473,0.878527
0.918058,0.081942
0.975636,0.024364
0.984247,0.015753
0.756816,0.243184
0.921543,0.078457
0.696803,0.303197
0.943915,0.056085
0.662068,0.337932
0.588670,0.411330
0.921479,0.078521
0.665436,0.334564
0.475219,0.524781
0.576646,0.423354
0.210642,0.789358
0.644181,0.355819
0.560820,0.439180
0.311644,0.688356
0.766041,0.233959
0.056176,0.943824
0.602322,0.397678
0.514756,0.485244
0.417742,0.582258
0.513798,0.486202
0.249076,0.750924
0.950197,0.049803
0.682579,0.317421
0.268873,0.731127
0.764525,0.235475
0.831255,0.168745
0.518941,0.481059
0.116073,0.883927
0.622071,0.377929
0.818675,0.181325
0.299605,0.700395
0.556831,0.443169
0.923066,0.076934
0.373571,0.626429
0.308137,0.691863
0.031876,0.968124
0.945668,0.054332
0.141178,0.858822
0.320512,0.679488
0.826875,0.173125
0.615489,0.384511
0.875887,0.124113
0.454408,0.545592
0.541086,0.458914
0.978316,0.021684
0.473814,0.526186
0.892571,0.107429
0.217759,0.782241
0.365493,0.634507
0.924018,0.075982
0.984780,0.015220
0.435013,0.564987
0.659410,0.340590
0.419420,0.580580
0.773992,0.226008
0.734951,0.265048
0.327532,0.672468
0.942455,0.057545
0.174112,0.825888
0.885491,0.114509
0.728647,0.271353
0.926055,0.073945
0.736051,0.263949
0.956717,0.043283
0.406371,0.593629
0.836874,0.163126
0.425615,0.574385
0.695217,0.304783
0.528215,0.471785
0.808403,0.191597
0.839019,0.160981
0.390167,0.609833
0.561911,0.438089
0.108497,0.891503
0.858536,0.141464
0.191218,0.808782
0.634768,0.365232
0.802580,0.197420
0.741307,0.258693
0.802887,0.197113
0.779053,0.220947
0.921777,0.078223
0.704276,0.295724
0.126753,0.873247
0.198633,0.801367
0.781940,0.218060
0.960637,0.039363
0.881230,0.118770
0.195143,0.804857
0.636594,0.363406
0.838384,0.161616
0.816549,0.183451
0.336726,0.663274
0.946317,0.053683
0.620721,0.379279
0.948167,0.051833
0.968978,0.031022
0.681029,0.318971
0.809977,0.190023
0.155094,0.844906
0.913088,0.086912
0.227454,0.772546
0.818465,0.181535
0.943335,0.056665
0.980017,0.019983
0.789433,0.210567
0.846574,0.153426
0.833744,0.166256
0.908947,0.091053
0.941996,0.058004
0.376363,0.623637
0.914842,0.085158
0.888466,0.111534
0.753167,0.246833
0.409107,0.590893
0.701734,0.298266
0.319369,0.680631
0.868474,0.131526
0.699587,0.300413
0.734131,0.265869
0.809086,0.190914
0.335096,0.664904
